source,role,rows,columns,best_date_column,distinct_dates,start_date,end_date,datetime_columns,temperature_columns,decision_rule_columns,all_columns
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18l_full_hko_contract_event_price_history_panel.csv,other_weather_source,28326,16,event_date,68,2026-03-18,2026-05-31,price_timestamp_utc; price_timestamp_hkt,hko_tmax_c,,price_timestamp_utc; p_market; raw_price_value; event_date; market_slug; market_question; group_item_title; contract_event_type_v2; event_set_v2; event_lower_bound_c; event_upper_bound_c; selected_yes_token_id; hko_tmax_c; y_event_int; raw_price_json_path; price_timestamp_hkt
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18l_full_hko_contract_event_book_snapshot_summary.csv,other_weather_source,267,10,event_date,68,2026-03-18,2026-05-31,,,decision_rule,event_date; decision_rule; n_price_snapshots; n_yes_contracts; total_book_market_probability; winning_contract_market_probability; mean_price_staleness_hours; max_price_staleness_hours; book_probability_error_vs_one; exactly_one_yes_in_priced_book
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18m_event_book_categorical_score_panel.csv,other_weather_source,267,17,event_date,68,2026-03-18,2026-05-31,,,decision_rule,event_date; decision_rule; n_price_snapshots; n_yes_contracts; total_book_market_probability; winning_contract_market_probability; winning_contract_market_probability_normalised; book_probability_error_vs_one; absolute_book_probability_error_vs_one; raw_categorical_log_score; normalised_categorical_log_score; raw_multiclass_brier; normalised_multiclass_brier; max_price_staleness_hours; expected_contracts; full_book_observed; categorical_score_ready
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18i_hko_main_scoring_panel_formally_certified.csv,other_weather_source,265,55,event_date,68,2026-03-18,2026-05-31,decision_timestamp_utc,hko_tmax_c; has_absolute_daily_max_rule_text; is_hko_highest_temp_family,decision_rule,event_date; event_slug; event_title; event_id; event_url; market_id; market_slug; market_question; market_title; outcome_label_text; threshold_k; looks_upper_tail; looks_lower_tail; yes_token_id; clobtokenids; outcomes; outcomeprices; resolvedoutcome; closed; active; volume; liquidity; createdat; enddate; rule_text; event_description; event_resolutionsource; gamma_fetch_status; hko_tmax_c; hko_floor_bin_k; hko_source_label; hko_source_url; hko_parse_route; hko_outcome_available; y_ge_k; y_floor_bin_k; has_hko_rule_text; has_absolute_daily_max_rule_text; has_daily_extract_rule_text; has_one_decimal_rule_text; has_later_revision_exclusion; is_hko_highest_temp_family; empirical_role; decision_rule; decision_cutoff_utc; decision_timestamp_utc; p_market; price_staleness_hours; price_query_lookback_hours; price_query_interval; price_query_fidelity; price_query_raw_path; p_clipped; brier_market; log_score_market
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19c_common_support_calibrated_probability_panel.csv,other_weather_source,2635,60,event_date,67,2026-03-18,2026-05-31,selected_run_init_utc,hko_tmax_c; forecast_hko_daily_max_c; temperature_error_c; abs_temperature_error_c; corrected_forecast_hko_daily_max_c; corrected_temperature_error_c,decision_rule,event_date; decision_rule; join_token; market_slug_market; group_item_title_market; contract_event_type_v2_market; event_set_v2_market; selected_yes_token_id_market; p_market; y_event_int_market; hko_tmax_c; price_staleness_hours; market_slug_ecmwf; group_item_title_ecmwf; contract_event_type_v2_ecmwf; event_set_v2_ecmwf; selected_yes_token_id_ecmwf; p_ecmwf_proxy; y_event_int_ecmwf; forecast_hko_daily_max_c; temperature_error_c; abs_temperature_error_c; selected_run_init_utc; decision_cutoff_utc; market_slug; group_item_title; contract_event_type_v2; event_set_v2; selected_yes_token_id; y_event_int; y_mismatch; brier_market_common; brier_ecmwf_common; log_market_common; log_ecmwf_common; delta_brier_market_minus_ecmwf; delta_log_market_minus_ecmwf; calibration_ready; n_train_dates; training_start_date; training_end_date; training_last_outcome_available_utc; bias_correction_c; sigma_mle_c; sigma_used_c; corrected_forecast_hko_daily_max_c; corrected_temperature_error_c; event_lower_c; event_upper_c; p_ecmwf_raw; p_ecmwf_bias_fixed_sigma; p_ecmwf_bias_scale; brier_market; log_market; brier_ecmwf_raw; log_ecmwf_raw; brier_ecmwf_bias_fixed_sigma; log_ecmwf_bias_fixed_sigma; brier_ecmwf_bias_scale; log_ecmwf_bias_scale
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19b_common_support_market_vs_ecmwf_panel.csv,other_weather_source,2635,37,event_date,67,2026-03-18,2026-05-31,selected_run_init_utc,hko_tmax_c; forecast_hko_daily_max_c; temperature_error_c; abs_temperature_error_c,decision_rule,event_date; decision_rule; join_token; market_slug_market; group_item_title_market; contract_event_type_v2_market; event_set_v2_market; selected_yes_token_id_market; p_market; y_event_int_market; hko_tmax_c; price_staleness_hours; market_slug_ecmwf; group_item_title_ecmwf; contract_event_type_v2_ecmwf; event_set_v2_ecmwf; selected_yes_token_id_ecmwf; p_ecmwf_proxy; y_event_int_ecmwf; forecast_hko_daily_max_c; temperature_error_c; abs_temperature_error_c; selected_run_init_utc; decision_cutoff_utc; market_slug; group_item_title; contract_event_type_v2; event_set_v2; selected_yes_token_id; y_event_int; y_mismatch; brier_market_common; brier_ecmwf_common; log_market_common; log_ecmwf_common; delta_brier_market_minus_ecmwf; delta_log_market_minus_ecmwf
git:archive/17j-plus-18n-18y-20260726:data/processed/19b_common_support_market_vs_ecmwf_panel.csv,other_weather_source,2635,37,event_date,67,2026-03-18,2026-05-31,selected_run_init_utc,hko_tmax_c; forecast_hko_daily_max_c; temperature_error_c; abs_temperature_error_c,decision_rule,event_date; decision_rule; join_token; market_slug_market; group_item_title_market; contract_event_type_v2_market; event_set_v2_market; selected_yes_token_id_market; p_market; y_event_int_market; hko_tmax_c; price_staleness_hours; market_slug_ecmwf; group_item_title_ecmwf; contract_event_type_v2_ecmwf; event_set_v2_ecmwf; selected_yes_token_id_ecmwf; p_ecmwf_proxy; y_event_int_ecmwf; forecast_hko_daily_max_c; temperature_error_c; abs_temperature_error_c; selected_run_init_utc; decision_cutoff_utc; market_slug; group_item_title; contract_event_type_v2; event_set_v2; selected_yes_token_id; y_event_int; y_mismatch; brier_market_common; brier_ecmwf_common; log_market_common; log_ecmwf_common; delta_brier_market_minus_ecmwf; delta_log_market_minus_ecmwf
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19c_categorical_book_score_panel.csv,other_weather_source,241,33,event_date,67,2026-03-18,2026-05-31,,,decision_rule,event_date; decision_rule; n_contracts_common; expected_n_contracts; n_yes; calibration_ready; original_19b_book_ready; book_ready; book_issue; market_total_book_probability; market_abs_book_probability_error; market_winning_probability_raw; market_winning_probability_normalised; market_normalised_categorical_log_score; market_normalised_multiclass_brier; ecmwf_raw_total_book_probability; ecmwf_raw_abs_book_probability_error; ecmwf_raw_winning_probability_raw; ecmwf_raw_winning_probability_normalised; ecmwf_raw_normalised_categorical_log_score; ecmwf_raw_normalised_multiclass_brier; ecmwf_bias_fixed_sigma_total_book_probability; ecmwf_bias_fixed_sigma_abs_book_probability_error; ecmwf_bias_fixed_sigma_winning_probability_raw; ecmwf_bias_fixed_sigma_winning_probability_normalised; ecmwf_bias_fixed_sigma_normalised_categorical_log_score; ecmwf_bias_fixed_sigma_normalised_multiclass_brier; ecmwf_bias_scale_total_book_probability; ecmwf_bias_scale_abs_book_probability_error; ecmwf_bias_scale_winning_probability_raw; ecmwf_bias_scale_winning_probability_normalised; ecmwf_bias_scale_normalised_categorical_log_score; ecmwf_bias_scale_normalised_multiclass_brier
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19b_common_support_score_differences_by_date.csv,other_weather_source,241,6,event_date,67,2026-03-18,2026-05-31,,,decision_rule,event_date; decision_rule; n; mean_delta_brier_market_minus_ecmwf; mean_delta_log_market_minus_ecmwf; outcome_count
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19b_common_support_categorical_book_score_panel.csv,other_weather_source,241,21,event_date,67,2026-03-18,2026-05-31,,,decision_rule,n_contracts_common; expected_n_contracts; n_yes; book_ready; book_issue; market_total_book_probability; ecmwf_total_book_probability; market_abs_book_probability_error; ecmwf_abs_book_probability_error; market_winning_probability_raw; ecmwf_winning_probability_raw; market_winning_probability_normalised; ecmwf_winning_probability_normalised; market_normalised_categorical_log_score; ecmwf_normalised_categorical_log_score; market_normalised_multiclass_brier; ecmwf_normalised_multiclass_brier; delta_norm_log_market_minus_ecmwf; delta_norm_brier_market_minus_ecmwf; event_date; decision_rule
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18uB_model_specific_freeze_support/18uB_final_fit_membership.csv,other_weather_source,418,31,event_date,61,2026-03-16,2026-05-20,selected_run_initialisation_utc; source_run_initialisation_column; exact_publication_timestamp_claim; fallback_publication_timestamp_hkt; residual_definition,forecast_daily_max_c; hko_daily_max_c,decision_rule; decision_rule_order,event_date; sample_block; decision_rule; decision_rule_order; decision_cutoff_utc; selected_run_initialisation_utc; selected_run_available_utc; selected_run_key; forecast_daily_max_c; hko_daily_max_c; forecast_error_c; source_forecast_max_column; source_run_initialisation_column; source_run_available_column; run_metadata_reconstructed; availability_source; exact_publication_timestamp_claim; hko_publication_available_hkt; hko_publication_available_utc; fallback_operational_date; fallback_publication_timestamp_hkt; residual_c; residual_definition; historical_weather_admissible_at_own_decision; market_information_used; probability_bridge_used; date_balanced_fit_weight; scope_id; model_specific_holdout_freeze_utc; contains_holdout_label; contains_external_label
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20a_supervised_feature_matrix.csv,other_weather_source,1975,100,training_end_date,50,2026-04-07,2026-05-29,selected_run_init_utc; event_lower_c_finite; event_upper_c_finite,forecast_hko_daily_max_c; corrected_forecast_hko_daily_max_c,decision_rule,event_date; date_group_id; decision_rule; join_token; market_slug; group_item_title; contract_event_type_v2; event_set_v2; selected_yes_token_id; selected_run_init_utc; decision_cutoff_utc; training_end_date; target_y_event; n_contracts_common; expected_n_contracts; n_yes; book_ready; book_issue; complete_book_feature_available; eligible_weather_only; eligible_market_only; eligible_combined; eligible_complete_book_combined; decision_horizon_hours; decision_is_24h_prior; decision_is_12h_prior; decision_is_6h_prior; decision_is_event_day_open; event_type_is_lower_tail_endpoint; event_type_is_interior_bin; event_type_is_upper_tail; event_lower_c_finite; event_upper_c_finite; event_has_lower_bound; event_has_upper_bound; event_width_c; event_midpoint_c; calendar_day_index; calendar_month; calendar_day_of_month; calendar_day_of_year; calendar_doy_sin; calendar_doy_cos; forecast_hko_daily_max_c; corrected_forecast_hko_daily_max_c; bias_correction_c; sigma_used_c; n_train_dates; p_ecmwf_raw; p_ecmwf_bias_fixed_sigma; p_ecmwf_bias_scale; logit_p_ecmwf_raw; logit_p_ecmwf_bias_fixed_sigma; logit_p_ecmwf_bias_scale; raw_forecast_minus_lower_c; upper_minus_raw_forecast_c; corrected_forecast_minus_lower_c; upper_minus_corrected_forecast_c; standardised_corrected_minus_lower; standardised_upper_minus_corrected; p_market; logit_p_market; price_staleness_hours; market_book_total_probability; market_book_probability_normalised; market_book_rank_desc; market_book_top_probability; market_book_gap_to_top; market_book_contract_count; market_book_normalised_entropy; ecmwf_raw_book_total_probability; ecmwf_raw_book_probability_normalised; ecmwf_raw_book_rank_desc; ecmwf_raw_book_top_probability; ecmwf_raw_book_gap_to_top; ecmwf_raw_book_contract_count; ecmwf_raw_book_normalised_entropy; ecmwf_bias_fixed_sigma_book_total_probability; ecmwf_bias_fixed_sigma_book_probability_normalised; ecmwf_bias_fixed_sigma_book_rank_desc; ecmwf_bias_fixed_sigma_book_top_probability; ecmwf_bias_fixed_sigma_book_gap_to_top; ecmwf_bias_fixed_sigma_book_contract_count; ecmwf_bias_fixed_sigma_book_normalised_entropy; ecmwf_bias_scale_book_total_probability; ecmwf_bias_scale_book_probability_normalised; ecmwf_bias_scale_book_rank_desc; ecmwf_bias_scale_book_top_probability; ecmwf_bias_scale_book_gap_to_top; ecmwf_bias_scale_book_contract_count; ecmwf_bias_scale_book_normalised_entropy; market_minus_ecmwf_raw; abs_market_minus_ecmwf_raw; logit_market_minus_ecmwf_raw; market_minus_ecmwf_bias_fixed_sigma; abs_market_minus_ecmwf_bias_fixed_sigma; logit_market_minus_ecmwf_bias_fixed_sigma; market_minus_ecmwf_bias_scale; abs_market_minus_ecmwf_bias_scale; logit_market_minus_ecmwf_bias_scale
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20b_supervised_row_partition_assignments.csv,other_weather_source,1975,102,training_end_date,50,2026-04-07,2026-05-29,selected_run_init_utc; event_lower_c_finite; event_upper_c_finite,forecast_hko_daily_max_c; corrected_forecast_hko_daily_max_c,decision_rule,event_date; date_group_id; decision_rule; join_token; market_slug; group_item_title; contract_event_type_v2; event_set_v2; selected_yes_token_id; selected_run_init_utc; decision_cutoff_utc; training_end_date; target_y_event; n_contracts_common; expected_n_contracts; n_yes; book_ready; book_issue; complete_book_feature_available; eligible_weather_only; eligible_market_only; eligible_combined; eligible_complete_book_combined; decision_horizon_hours; decision_is_24h_prior; decision_is_12h_prior; decision_is_6h_prior; decision_is_event_day_open; event_type_is_lower_tail_endpoint; event_type_is_interior_bin; event_type_is_upper_tail; event_lower_c_finite; event_upper_c_finite; event_has_lower_bound; event_has_upper_bound; event_width_c; event_midpoint_c; calendar_day_index; calendar_month; calendar_day_of_month; calendar_day_of_year; calendar_doy_sin; calendar_doy_cos; forecast_hko_daily_max_c; corrected_forecast_hko_daily_max_c; bias_correction_c; sigma_used_c; n_train_dates; p_ecmwf_raw; p_ecmwf_bias_fixed_sigma; p_ecmwf_bias_scale; logit_p_ecmwf_raw; logit_p_ecmwf_bias_fixed_sigma; logit_p_ecmwf_bias_scale; raw_forecast_minus_lower_c; upper_minus_raw_forecast_c; corrected_forecast_minus_lower_c; upper_minus_corrected_forecast_c; standardised_corrected_minus_lower; standardised_upper_minus_corrected; p_market; logit_p_market; price_staleness_hours; market_book_total_probability; market_book_probability_normalised; market_book_rank_desc; market_book_top_probability; market_book_gap_to_top; market_book_contract_count; market_book_normalised_entropy; ecmwf_raw_book_total_probability; ecmwf_raw_book_probability_normalised; ecmwf_raw_book_rank_desc; ecmwf_raw_book_top_probability; ecmwf_raw_book_gap_to_top; ecmwf_raw_book_contract_count; ecmwf_raw_book_normalised_entropy; ecmwf_bias_fixed_sigma_book_total_probability; ecmwf_bias_fixed_sigma_book_probability_normalised; ecmwf_bias_fixed_sigma_book_rank_desc; ecmwf_bias_fixed_sigma_book_top_probability; ecmwf_bias_fixed_sigma_book_gap_to_top; ecmwf_bias_fixed_sigma_book_contract_count; ecmwf_bias_fixed_sigma_book_normalised_entropy; ecmwf_bias_scale_book_total_probability; ecmwf_bias_scale_book_probability_normalised; ecmwf_bias_scale_book_rank_desc; ecmwf_bias_scale_book_top_probability; ecmwf_bias_scale_book_gap_to_top; ecmwf_bias_scale_book_contract_count; ecmwf_bias_scale_book_normalised_entropy; market_minus_ecmwf_raw; abs_market_minus_ecmwf_raw; logit_market_minus_ecmwf_raw; market_minus_ecmwf_bias_fixed_sigma; abs_market_minus_ecmwf_bias_fixed_sigma; logit_market_minus_ecmwf_bias_fixed_sigma; market_minus_ecmwf_bias_scale; abs_market_minus_ecmwf_bias_scale; logit_market_minus_ecmwf_bias_scale; date_index; sample_partition
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18uB_model_specific_freeze_support/18uB_fold_training_membership.csv,other_weather_source,924,32,event_date,50,2026-03-16,2026-05-07,selected_run_initialisation_utc; source_run_initialisation_column; exact_publication_timestamp_claim; fallback_publication_timestamp_hkt; residual_definition; earliest_validation_date; latest_validation_date,forecast_daily_max_c; hko_daily_max_c,decision_rule; decision_rule_order,event_date; sample_block; decision_rule; decision_rule_order; decision_cutoff_utc; selected_run_initialisation_utc; selected_run_available_utc; selected_run_key; forecast_daily_max_c; hko_daily_max_c; forecast_error_c; source_forecast_max_column; source_run_initialisation_column; source_run_available_column; run_metadata_reconstructed; availability_source; exact_publication_timestamp_claim; hko_publication_available_hkt; hko_publication_available_utc; fallback_operational_date; fallback_publication_timestamp_hkt; residual_c; residual_definition; historical_weather_admissible_at_own_decision; market_information_used; probability_bridge_used; date_balanced_training_weight; scope_id; development_fold; fold_freeze_utc; earliest_validation_date; latest_validation_date
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18j_full_hko_contract_event_universe_preliminary.csv,other_weather_source,730,26,event_date,49,2026-03-17,2026-06-01,token_id_valid,hko_tmax_c,,record_source; event_date; event_slug; market_slug; market_id; market_question; market_title; group_item_title; group_item_threshold; lower_bound; upper_bound; settlement_family; settlement_family_reason; hko_evidence_score; wunderground_airport_evidence_score; contract_event_type; event_set; parsed_threshold_or_bin; event_lower_bound; event_upper_bound; selected_yes_token_id; token_id_valid; admissible_hko_event_contract; hko_tmax_c; y_ge_k; evidence_text
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/19c_date_level_score_panel.csv,other_weather_source,181,12,event_date,48,2026-04-10,2026-05-31,,,decision_rule,event_date; decision_rule; n_contracts; outcome_count; mean_brier_market; mean_log_market; mean_brier_ecmwf_raw; mean_log_ecmwf_raw; mean_brier_ecmwf_bias_fixed_sigma; mean_log_ecmwf_bias_fixed_sigma; mean_brier_ecmwf_bias_scale; mean_log_ecmwf_bias_scale
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20a_date_group_summary.csv,other_weather_source,48,10,event_date,48,2026-04-10,2026-05-31,,,n_decision_rules,event_date; date_group_id; n_rows; n_yes; outcome_rate; n_decision_rules; n_event_types; n_unique_contracts; n_eligible_combined; n_complete_book_combined
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20b_date_partition_assignments.csv,other_weather_source,48,10,event_date,48,2026-04-10,2026-05-31,,,n_decision_rules,event_date; date_group_id; n_rows; n_positive; n_decision_rules; n_event_types; n_eligible_combined; date_index; outcome_rate; sample_partition
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wC_blind_calibrated_probability_release/18wC_blind_probability_release.csv,other_weather_source,10494,45,event_date,40,2026-05-22,2026-06-30,,forecast_daily_max_c,decision_rule; decision_rule_order,bound_reference_c; calibration_scale_factor; calibration_uniform_smoothing; calibration_variant; candidate_id; canonical_label; complexity_rank; condition_id; contract_event_type; contract_order; decision_cutoff_utc; decision_rule; decision_rule_order; evaluation_block; evaluation_stage; event_date; event_id; event_slug; event_type; fitted_parameter_source; forecast_daily_max_c; lower_bound_c; mapping_distribution; market_id; market_slug; model_family; no_token_id; outcome_blind; p_model; p_model_calibrated; p_model_uncalibrated; p_particle_scaled; particle_count; particle_count_scaled; predicted_residual_mean_c; predicted_residual_median_c; probability_variant; question; refit_on_holdout_labels; sample_block; scope_id; scope_type; selected_yes_token_id; selection_roles; upper_bound_c
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_model_probability_outcome_panel.csv,other_weather_source,10494,52,event_date,40,2026-05-22,2026-06-30,,forecast_daily_max_c; hko_daily_max_c,decision_rule; decision_rule_order,bound_reference_c; calibration_scale_factor; calibration_uniform_smoothing; calibration_variant; candidate_id; canonical_label; complexity_rank; condition_id; contract_event_type; contract_order; decision_cutoff_utc; decision_rule; decision_rule_order; evaluation_block; evaluation_stage; event_date; event_id; event_slug; event_type; fitted_parameter_source; forecast_daily_max_c; lower_bound_c; mapping_distribution; market_id; market_slug; model_family; no_token_id; outcome_blind; p_model; p_model_calibrated; p_model_uncalibrated; p_particle_scaled; particle_count; particle_count_scaled; predicted_residual_mean_c; predicted_residual_median_c; probability_variant; question; refit_on_holdout_labels; sample_block; scope_id; scope_type; selected_yes_token_id; selection_roles; upper_bound_c; hko_daily_max_c; y_event_int; y_no_int; canonical_label_outcome; event_type_outcome; lower_bound_c_outcome; upper_bound_c_outcome
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wD_holdout_external_probability_evaluation/18wD_exact_common_market_model_contract_panel.csv,other_weather_source,10164,63,event_date,40,2026-05-22,2026-06-30,selected_price_timestamp_utc,forecast_daily_max_c; hko_daily_max_c,decision_rule; decision_rule_order,bound_reference_c; calibration_scale_factor; calibration_uniform_smoothing; calibration_variant; candidate_id; canonical_label; complexity_rank; condition_id; contract_event_type; contract_order; decision_cutoff_utc; decision_rule; decision_rule_order; evaluation_block; evaluation_stage; event_date; event_id; event_slug; event_type; fitted_parameter_source; forecast_daily_max_c; lower_bound_c; mapping_distribution; market_id; market_slug; model_family; no_token_id; outcome_blind; p_model; p_model_calibrated; p_model_uncalibrated; p_particle_scaled; particle_count; particle_count_scaled; predicted_residual_mean_c; predicted_residual_median_c; probability_variant; question; refit_on_holdout_labels; sample_block; scope_id; scope_type; selected_yes_token_id; selection_roles; upper_bound_c; hko_daily_max_c; y_event_int; y_no_int; canonical_label_outcome; event_type_outcome; lower_bound_c_outcome; upper_bound_c_outcome; p_market; p_market_normalised; market_book_sum_raw; price_staleness_hours; selected_price_timestamp_utc; model_binary_brier; model_binary_log_score; market_raw_binary_brier; market_raw_binary_log_score; market_normalised_binary_brier; market_normalised_binary_log_score
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/20b_cv_row_assignment_panel.csv,other_weather_source,6140,110,training_end_date,40,2026-04-07,2026-05-19,selected_run_init_utc; event_lower_c_finite; event_upper_c_finite; validation_start_date; validation_end_date; n_validation_dates,forecast_hko_daily_max_c; corrected_forecast_hko_daily_max_c,decision_rule,event_date; date_group_id; decision_rule; join_token; market_slug; group_item_title; contract_event_type_v2; event_set_v2; selected_yes_token_id; selected_run_init_utc; decision_cutoff_utc; training_end_date; target_y_event; n_contracts_common; expected_n_contracts; n_yes; book_ready; book_issue; complete_book_feature_available; eligible_weather_only; eligible_market_only; eligible_combined; eligible_complete_book_combined; decision_horizon_hours; decision_is_24h_prior; decision_is_12h_prior; decision_is_6h_prior; decision_is_event_day_open; event_type_is_lower_tail_endpoint; event_type_is_interior_bin; event_type_is_upper_tail; event_lower_c_finite; event_upper_c_finite; event_has_lower_bound; event_has_upper_bound; event_width_c; event_midpoint_c; calendar_day_index; calendar_month; calendar_day_of_month; calendar_day_of_year; calendar_doy_sin; calendar_doy_cos; forecast_hko_daily_max_c; corrected_forecast_hko_daily_max_c; bias_correction_c; sigma_used_c; n_train_dates_x; p_ecmwf_raw; p_ecmwf_bias_fixed_sigma; p_ecmwf_bias_scale; logit_p_ecmwf_raw; logit_p_ecmwf_bias_fixed_sigma; logit_p_ecmwf_bias_scale; raw_forecast_minus_lower_c; upper_minus_raw_forecast_c; corrected_forecast_minus_lower_c; upper_minus_corrected_forecast_c; standardised_corrected_minus_lower; standardised_upper_minus_corrected; p_market; logit_p_market; price_staleness_hours; market_book_total_probability; market_book_probability_normalised; market_book_rank_desc; market_book_top_probability; market_book_gap_to_top; market_book_contract_count; market_book_normalised_entropy; ecmwf_raw_book_total_probability; ecmwf_raw_book_probability_normalised; ecmwf_raw_book_rank_desc; ecmwf_raw_book_top_probability; ecmwf_raw_book_gap_to_top; ecmwf_raw_book_contract_count; ecmwf_raw_book_normalised_entropy; ecmwf_bias_fixed_sigma_book_total_probability; ecmwf_bias_fixed_sigma_book_probability_normalised; ecmwf_bias_fixed_sigma_book_rank_desc; ecmwf_bias_fixed_sigma_book_top_probability; ecmwf_bias_fixed_sigma_book_gap_to_top; ecmwf_bias_fixed_sigma_book_contract_count; ecmwf_bias_fixed_sigma_book_normalised_entropy; ecmwf_bias_scale_book_total_probability; ecmwf_bias_scale_book_probability_normalised; ecmwf_bias_scale_book_rank_desc; ecmwf_bias_scale_book_top_probability; ecmwf_bias_scale_book_gap_to_top; ecmwf_bias_scale_book_contract_count; ecmwf_bias_scale_book_normalised_entropy; market_minus_ecmwf_raw; abs_market_minus_ecmwf_raw; logit_market_minus_ecmwf_raw; market_minus_ecmwf_bias_fixed_sigma; abs_market_minus_ecmwf_bias_fixed_sigma; logit_market_minus_ecmwf_bias_fixed_sigma; market_minus_ecmwf_bias_scale; abs_market_minus_ecmwf_bias_scale; logit_market_minus_ecmwf_bias_scale; date_index; sample_partition; cv_fold; cv_role; train_start_date; train_end_date; validation_start_date; validation_end_date; n_train_dates_y; n_validation_dates
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wC_blind_calibrated_probability_release/18wC_blind_calibrated_probability_panel.csv,other_weather_source,5247,38,event_date,40,2026-05-22,2026-06-30,,forecast_daily_max_c,decision_rule; decision_rule_order,event_date; market_id; condition_id; event_id; event_slug; market_slug; question; canonical_label; event_type; contract_event_type; lower_bound_c; upper_bound_c; bound_reference_c; selected_yes_token_id; no_token_id; sample_block; contract_order; particle_count_scaled; p_particle_scaled; p_model_calibrated; candidate_id; model_family; scope_type; scope_id; selection_roles; complexity_rank; decision_rule; decision_rule_order; decision_cutoff_utc; evaluation_block; evaluation_stage; forecast_daily_max_c; calibration_scale_factor; calibration_uniform_smoothing; calibration_variant; outcome_blind; refit_on_holdout_labels; fitted_parameter_source
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wA_contract_probability_mapping/18wA_blind_uncalibrated_probability_panel.csv,other_weather_source,5247,38,event_date,40,2026-05-22,2026-06-30,,forecast_daily_max_c,decision_rule; decision_rule_order,event_date; market_id; condition_id; event_id; event_slug; market_slug; question; canonical_label; event_type; contract_event_type; lower_bound_c; upper_bound_c; bound_reference_c; selected_yes_token_id; no_token_id; sample_block; contract_order; particle_count; p_model_uncalibrated; candidate_id; model_family; scope_type; scope_id; selection_roles; complexity_rank; decision_rule; decision_rule_order; decision_cutoff_utc; evaluation_block; evaluation_stage; forecast_daily_max_c; predicted_residual_mean_c; predicted_residual_median_c; mapping_distribution; calibration_variant; outcome_blind; refit_on_holdout_labels; fitted_parameter_source
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18xB_blind_trading_signal_release/18xB_blind_trade_opportunity_panel.csv,other_weather_source,1265,56,event_date,40,2026-05-22,2026-06-30,selected_price_timestamp_utc,forecast_daily_max_c,decision_rule; decision_rule_order,bound_reference_c; calibration_scale_factor; calibration_uniform_smoothing; calibration_variant; candidate_id; canonical_label; complexity_rank; condition_id; contract_event_type; contract_order; decision_cutoff_utc_x; decision_rule; decision_rule_order; evaluation_block; evaluation_stage; event_date; event_id; event_slug; event_type; fitted_parameter_source; forecast_daily_max_c; lower_bound_c; mapping_distribution; market_id; market_slug; model_family; no_token_id; outcome_blind; p_model; p_model_calibrated; p_model_uncalibrated; p_particle_scaled; particle_count; particle_count_scaled; predicted_residual_mean_c; predicted_residual_median_c; probability_variant; question; refit_on_holdout_labels; sample_block; scope_id; scope_type; selected_yes_token_id; selection_roles; upper_bound_c; strategy_role; selected_threshold; primary_cost_per_share; market_staleness_cap_hours; p_market; decision_cutoff_utc_y; selected_price_timestamp_utc; price_staleness_hours; complete_market_book; book_max_staleness_hours; edge
local:/Users/edwardlee/Desktop/2026MScWeatherForecastingPolymarket/data/processed/18wC_blind_calibrated_probability_release/18wC_blind_book_inventory.csv,other_weather_source,954,15,event_date,40,2026-05-22,2026-06-30,,,decision_rule; decision_rule_order,candidate_id; probability_variant; evaluation_block; event_date; decision_rule; decision_rule_order; contract_rows; probability_sum; maximum_probability; modal_contract_count; modal_labels; entropy_nats; calibration_scale_factor; calibration_uniform_smoothing; outcome_blind
