stage,source_path,metric,numeric_value,text_value
11_market_comparison,data/manifests/11_market_comparison_manifest.json,primary_score,,categorical_log_score
11_market_comparison,data/manifests/11_market_comparison_manifest.json,probability_calibration_reselected,0,False
11_market_comparison,data/manifests/11_market_comparison_manifest.json,raw_market_prices_retained,1,True
11_market_comparison,data/manifests/11_market_comparison_manifest.json,score_difference_definition,,model score minus market score; negative favours the model
11_market_comparison,data/manifests/11_market_comparison_manifest.json,secondary_score,,multiclass_brier_score
11_market_comparison,data/manifests/11_market_comparison_manifest.json,selected_model,,pooled_empirical_residual
11_market_comparison,data/manifests/11_market_comparison_manifest.json,status,,COMMON_SUPPORT_MARKET_COMPARISON_COMPLETE
11_market_comparison,data/manifests/11_market_comparison_manifest.json,timing_check_passed,1,True
11_market_comparison,data/manifests/11_market_comparison_manifest.json,timing_verification_mode,,archived_nonnegative_price_staleness
11_market_comparison,data/manifests/11_market_comparison_manifest.json,trading_returns_calculated,0,False
11_market_comparison,data/manifests/11_market_comparison_manifest.json,trading_strategy_selected,0,False
11_market_comparison,data/manifests/11_market_comparison_manifest.json,uncertainty_unit,,settlement_date
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,all_integrity_checks_passed,1,True
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,balanced_development_books,116,116
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,balanced_development_dates,29,29
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,balanced_development_rows,1276,1276
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,canonical_market_source,,data/processed/18sA_canonical_source_adapters/18sA_canonical_market_panel.csv
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,categorically_normalised_market_prices_used,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,certified_outcome_source,,data/processed/certified_event_books.csv
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,continuous_calibration_reselected,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,cost_sensitivity_grid,,"[0.0, 0.005, 0.01, 0.02, 0.03]"
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,created_utc,,2026-07-27T18:51:34.246387+00:00
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,decision_rules_compared,,"[""24h_prior"", ""12h_prior"", ""6h_prior"", ""event_day_open""]"
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,development_complete_common_support_books,135,135
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,development_complete_common_support_dates,36,36
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,development_end,,2026-05-21
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,development_probability_books,152,152
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,development_probability_source,,outputs/diagnostics/09_development_regularised_event_probability_panel.csv
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,development_start,,2026-04-12
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,external_test_calendar_dates,30,30
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,external_test_used_for_strategy_selection,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,holdout_calendar_dates,10,10
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,holdout_used_for_strategy_selection,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,input_hashes.config/trading_strategy_spec.yaml,,46985cb32630f5de3e14615ba35adbd89d96548cba7ab95be090dfb1efd06611
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,input_hashes.data/processed/18sA_canonical_source_adapters/18sA_canonical_market_panel.csv,,b77537cb82a0f58db812cd53bd7b13380df4c8c9606ccb6b3a0f8c2b002cde89
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,input_hashes.data/processed/certified_event_books.csv,,58b51e288df864ce359da7c2fb863b935358227c88a192d362a1daca7c489ab1
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,input_hashes.outputs/diagnostics/09_development_regularised_event_probability_panel.csv,,6d3000d63acc87c1ff1d29b432eb053081270b4457409551360f6e7d031bcd5d
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,input_hashes.outputs/diagnostics/09_locked_regularised_event_probability_panel.csv,,bd018bf7a283a485d42526e3fb6d329f0d5e2f81271ef9814c4dc30dda657a23
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,locked_probability_source,,outputs/diagnostics/09_locked_regularised_event_probability_panel.csv
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,market_price_column,,p_market
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,market_prices_used_for_continuous_calibration,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,market_prices_used_for_probability_calibration,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,market_prices_used_for_weather_model_selection,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,maximum_positions_per_settlement_date,1,1
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,minimum_development_trades,8,8
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,model_probability_column_development,,regularised_event_probability
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,model_probability_column_locked,,regularised_event_probability
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,next_stage,,"Create the canonical Notebook 12, permanent tests and documentation."
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_development_balanced_support_dates.csv,,e3d008355b31abf57e3099a7b914f13f69a48cbb7a9563048befd4b2ebce741a
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_development_trading_candidate_date_panel.csv,,84e73ce874a524431c59964eac890308ec5444ceddb0181ed2f63c0a3da8f0d9
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_development_trading_candidate_summary.csv,,354ab6fdb24c1ac890b2ce7df375c46b0a45f92a338823cbaee57e55adc5f65b
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_development_trading_common_support_panel.csv,,bfca4c8b2399d9947420a50531b2fdfc2912d27c9805186f9c8182f1d42f29f5
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_development_trading_one_se_comparison.csv,,2c4332e67aa5e897a282bc2ae7ad897ced1fc22b87a555b31b853caf72531604
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_locked_trading_cost_sensitivity.csv,,bc3755b0d534fece9945853e29ddc4789316c82ac9860776d2fae2496c4e30a3
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_locked_trading_date_panel.csv,,8393769bba9d0fa0d4f3a0a715d64e70ac792d1010ca48fc6d9471de189b01fe
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_locked_trading_trade_panel.csv,,43c60e57f7fdf21a2ece18499ea5c411568f0fb5f9f904af46286d5381013fb7
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/diagnostics/12_trading_strategy_integrity_checks.csv,,983065cd6688a0120e536284fdc64b7abf2da2458f79c82332be3af43bf67f6e
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,output_hashes.outputs/final_tables/12_trading_strategy_summary.csv,,c86c3a51a270ab6094d6be67c2382169c965e81c36be16070063f28b1876f900
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,probability_calibration_reselected,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,raw_market_prices_used,1,True
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selected_development_mean_date_net_payoff,0.12,0.12
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selected_development_trade_count,25,25
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selected_edge_threshold,0.075,0.075
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selected_rule,,24h_prior
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selected_strategy,,24h_prior__tau_0.075
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selection_cost_per_trade,0.01,0.01
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selection_reason,,Selected the largest edge threshold within one paired standard error of the strict development winner; ties favoured the earlier decision rule.
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selection_rule,,paired one-standard-error conservative-threshold rule
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,selection_score,,mean settlement-date net payoff
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,status,,TRADING_STRATEGY_LOCKED_AND_EVALUATED
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,strategy_refitted_before_external_test,0,False
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,strict_development_winner,,6h_prior__tau_0.030
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,strict_development_winner_mean_date_net_payoff,0.201568965517,0.20156896551724146
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,threshold_grid,,"[0.0, 0.01, 0.02, 0.03, 0.05, 0.075, 0.1, 0.15, 0.2]"
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,trade_direction,,buy_yes_only
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,trading_returns_calculated,1,True
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,uncertainty_unit,,settlement_date
12_trading_strategy,data/manifests/12_trading_strategy_manifest.json,weather_model_reselected,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,all_integrity_checks_passed,1,True
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,bootstrap_confidence_level,0.95,0.95
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,bootstrap_method,,nonparametric settlement-date bootstrap
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,bootstrap_replicates,20000,20000
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,bootstrap_seed,20260727,20260727
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,claim_limit,,"The uncertainty calculations are descriptive finite-sample diagnostics. They do not establish population-level profitability, executable profitability or market inefficiency."
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,continuous_calibration_reselected,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,created_utc,,2026-07-27T22:34:55.394205+00:00
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,date_effect_rows,240,240
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,effect_convention,,baseline loss minus comparator loss; trading uses realised net payoff
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,estimand_block_count,12,12
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,estimand_count,6,6
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,estimands,,"[""continuous_crps_improvement"", ""categorical_log_score_improvement"", ""categorical_brier_improvement"", ""model_minus_market_log_score_improvement"", ""model_minus_market_brier_improvement"", ""trading_net_payoff""]"
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,evaluation_blocks,,"[""holdout"", ""external_test""]"
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,executable_profitability_claimed,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,external_test_used_for_reselection,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,formal_population_inference_claimed,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,holdout_used_for_reselection,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,input_hashes.config/uncertainty_analysis_spec.yaml,,ec2797ae37a24c47fa617f99d74fe32281131812ba72fe3dba9ac68a6569bc13
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,input_hashes.outputs/diagnostics/07_continuous_prediction_and_outcome_panel.csv,,37e98b888bb4c9da3b531109c1fc23e2c7a7dfe0a32b5eb78d376fc3dfacfe6e
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,input_hashes.outputs/diagnostics/10_locked_categorical_score_panel.csv,,91caa4c7a7752dd799123b8fe4e6b97e8541c7c2cbea107f213dfa45ca98a925
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,input_hashes.outputs/diagnostics/11_common_support_book_score_panel.csv,,398c2f500b8dbe0504d932598d783ab01413ece1b99526a31d5dbbab6103b9f5
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,input_hashes.outputs/diagnostics/12_locked_trading_date_panel.csv,,8393769bba9d0fa0d4f3a0a715d64e70ac792d1010ca48fc6d9471de189b01fe
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,market_inefficiency_claimed,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,next_stage,,"Consolidate the canonical empirical results, robustness tables and thesis figures."
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/diagnostics/13_sign_flip_summary.csv,,b58e0843a30ddcde885223fad8f73e15fe061d1f3d38f4aaa62d6b0228823734
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/diagnostics/13_uncertainty_date_effect_panel.csv,,57c36675857b6be322968dc064531bc65d92c6f609afd43cfc7fdb4eca19ea8a
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/diagnostics/13_uncertainty_date_rule_effect_panel.csv,,03e58d719cdcdb157dc6f43fd5baf1a423c4c33025aba0a5b34870f6fee47e3e
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/diagnostics/13_uncertainty_integrity_checks.csv,,44d44150792446bdecc9e336d378149cf44cf8d67d14794fcb6529629a085fbf
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/diagnostics/13_uncertainty_rule_summary.csv,,d2dc6d60b38a294a6f43c2f25f1dffd5d2267a51cdd21544b5d7a6be6a7c5cd1
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/diagnostics/13_uncertainty_source_resolution.csv,,4baebf3c83dfe465339dd4f2f53b0ab93244a308a03429aaf09bc7e6b3129d1e
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/diagnostics/13_uncertainty_summary.csv,,e74d1492ae7b8948e9e0c8fddf29d7554e1446bcc41b32fba995f2c059ffadaa
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/final_tables/13_uncertainty_main_table.csv,,f298b3997e5dc25de39993c08753ef0a7874a1849aa779bfbf7549e7a9e2d81d
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,output_hashes.outputs/final_tables/13_uncertainty_rule_sensitivity.csv,,1eeb32d4f2c9164e95df6d2cf49bc17089fcd03d7e549f0b15d8e63e85d7769f
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,positive_effect_interpretation,,positive values favour the locked weather model or locked strategy
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,probability_calibration_reselected,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.categorical_raw_brier_score,,raw_multiclass_brier_score
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.categorical_raw_log_score,,raw_log_score_finite
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.categorical_regularised_brier_score,,regularised_multiclass_brier_score
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.categorical_regularised_log_score,,regularised_categorical_log_score
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.continuous_model_crps,,model_crps_99q_derived
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.continuous_raw_crps,,raw_crps_derived
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.market_brier_score,,market_multiclass_brier_score
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.market_log_score,,market_categorical_log_score
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.model_brier_score,,model_multiclass_brier_score
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.model_log_score,,model_categorical_log_score
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,resolved_columns.trading_net_payoff,,net_payoff
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,rule_effect_rows,825,825
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,sign_flip_exact_maximum_dates,20,20
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,sign_flip_method,,paired settlement-date sign flip
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,sign_flip_monte_carlo_replicates,100000,100000
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,sign_flip_seed,20260728,20260728
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,source_metadata,,"[{""block_column"": ""chronology_block"", ""block_source"": ""chronology_block"", ""blocks"": [""external_test"", ""holdout""], ""date_column"": ""target_date"", ""decision_rules"": [""12h_prior"", ""24h_prior"", ""6h_prior"", ""event_day_open""], ""distinct_dates"": 40, ""path"": ""outputs/diagnostics/07_continuous_prediction_and_outcome_panel.csv"", ""rows"": 477, ""rule_column"": ""decision_rule"", ""source_name"": ""continuous""}, {""block_column"": ""chronology_block"", ""block_source"": ""chronology_block"", ""blocks"": [""external_test"", ""holdout""], ""date_column"": ""target_date"", ""decision_rules"": [""12h_prior"", ""24h_prior"", ""6h_prior"", ""event_day_open""], ""distinct_dates"": 40, ""path"": ""outputs/diagnostics/10_locked_categorical_score_panel.csv"", ""rows"": 159, ""rule_column"": ""decision_rule"", ""source_name"": ""categorical_model""}, {""block_column"": ""chronology_block"", ""block_source"": ""chronology_block"", ""blocks"": [""external_test"", ""holdout""], ""date_column"": ""target_date"", ""decision_rules"": [""12h_prior"", ""24h_prior"", ""6h_prior"", ""event_day_open""], ""distinct_dates"": 40, ""path"": ""outputs/diagnostics/11_common_support_book_score_panel.csv"", ""rows"": 154, ""rule_column"": ""decision_rule"", ""source_name"": ""model_market""}, {""block_column"": ""chronology_block"", ""block_source"": ""chronology_block"", ""blocks"": [""external_test"", ""holdout""], ""date_column"": ""target_date"", ""decision_rules"": [""24h_prior""], ""distinct_dates"": 40, ""path"": ""outputs/diagnostics/12_locked_trading_date_panel.csv"", ""rows"": 40, ""rule_column"": ""selected_rule"", ""source_name"": ""trading""}]"
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,status,,DATE_LEVEL_UNCERTAINTY_ANALYSIS_COMPLETE
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,strategy_refitted_before_external_test,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,trading_strategy_reselected,0,False
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,uncertainty_unit,,settlement_date
13_uncertainty_analysis,data/manifests/13_uncertainty_analysis_manifest.json,weather_model_reselected,0,False
