strategy_id,model,decision_rule,rule_filter,side_mode,top_k,sizing_rule,ranking_signal,edge_threshold,stability_filter,execution_track,complexity_score
S017026,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.01,none,observed_yes_long_only,4
S017027,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.02,none,observed_yes_long_only,4
S017028,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.03,none,observed_yes_long_only,4
S017029,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.04,none,observed_yes_long_only,4
S017030,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.05,none,observed_yes_long_only,4
S017031,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.06,none,observed_yes_long_only,4
S017032,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.07,none,observed_yes_long_only,4
S017033,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.08,none,observed_yes_long_only,4
S017034,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.09,none,observed_yes_long_only,4
S017035,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.1,none,observed_yes_long_only,4
S017036,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.12,none,observed_yes_long_only,4
S017037,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.15,none,observed_yes_long_only,4
S017038,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.18,none,observed_yes_long_only,4
S017039,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.2,none,observed_yes_long_only,4
S017040,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,roi,0.25,none,observed_yes_long_only,4
S017041,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.01,none,observed_yes_long_only,4
S017042,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.02,none,observed_yes_long_only,4
S017043,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.03,none,observed_yes_long_only,4
S017044,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.04,none,observed_yes_long_only,4
S017045,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.05,none,observed_yes_long_only,4
S017046,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.06,none,observed_yes_long_only,4
S017047,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.07,none,observed_yes_long_only,4
S017048,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.08,none,observed_yes_long_only,4
S017049,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.09,none,observed_yes_long_only,4
S017050,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.1,none,observed_yes_long_only,4
S017051,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.12,none,observed_yes_long_only,4
S017052,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.15,none,observed_yes_long_only,4
S017053,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.18,none,observed_yes_long_only,4
S017054,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.2,none,observed_yes_long_only,4
S017055,raw,event_day_open,widening_from_24h,long_only,11,edge_weighted,logit_gap,0.25,none,observed_yes_long_only,4
S017056,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.01,none,observed_yes_long_only,3
S017057,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.02,none,observed_yes_long_only,3
S017058,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.03,none,observed_yes_long_only,3
S017059,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.04,none,observed_yes_long_only,3
S017060,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.05,none,observed_yes_long_only,3
S017061,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.06,none,observed_yes_long_only,3
S017062,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.07,none,observed_yes_long_only,3
S017063,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.08,none,observed_yes_long_only,3
S017064,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.09,none,observed_yes_long_only,3
S017065,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.1,none,observed_yes_long_only,3
S017066,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.12,none,observed_yes_long_only,3
S017067,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.15,none,observed_yes_long_only,3
S017068,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.18,none,observed_yes_long_only,3
S017069,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.2,none,observed_yes_long_only,3
S017070,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,edge,0.25,none,observed_yes_long_only,3
S017071,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.01,none,observed_yes_long_only,4
S017072,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.02,none,observed_yes_long_only,4
S017073,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.03,none,observed_yes_long_only,4
S017074,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.04,none,observed_yes_long_only,4
S017075,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.05,none,observed_yes_long_only,4
S017076,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.06,none,observed_yes_long_only,4
S017077,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.07,none,observed_yes_long_only,4
S017078,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.08,none,observed_yes_long_only,4
S017079,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.09,none,observed_yes_long_only,4
S017080,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.1,none,observed_yes_long_only,4
S017081,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.12,none,observed_yes_long_only,4
S017082,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.15,none,observed_yes_long_only,4
S017083,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.18,none,observed_yes_long_only,4
S017084,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.2,none,observed_yes_long_only,4
S017085,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,roi,0.25,none,observed_yes_long_only,4
S017086,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.01,none,observed_yes_long_only,4
S017087,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.02,none,observed_yes_long_only,4
S017088,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.03,none,observed_yes_long_only,4
S017089,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.04,none,observed_yes_long_only,4
S017090,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.05,none,observed_yes_long_only,4
S017091,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.06,none,observed_yes_long_only,4
S017092,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.07,none,observed_yes_long_only,4
S017093,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.08,none,observed_yes_long_only,4
S017094,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.09,none,observed_yes_long_only,4
S017095,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.1,none,observed_yes_long_only,4
S017096,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.12,none,observed_yes_long_only,4
S017097,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.15,none,observed_yes_long_only,4
S017098,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.18,none,observed_yes_long_only,4
S017099,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.2,none,observed_yes_long_only,4
S017100,raw,event_day_open,widening_from_24h,long_only,11,quarter_kelly,logit_gap,0.25,none,observed_yes_long_only,4
S017101,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.01,none,includes_synthetic_short_yes,1
S017102,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.02,none,includes_synthetic_short_yes,1
S017103,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.03,none,includes_synthetic_short_yes,1
S017104,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.04,none,includes_synthetic_short_yes,1
S017105,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.05,none,includes_synthetic_short_yes,1
S017106,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.06,none,includes_synthetic_short_yes,1
S017107,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.07,none,includes_synthetic_short_yes,1
S017108,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.08,none,includes_synthetic_short_yes,1
S017109,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.09,none,includes_synthetic_short_yes,1
S017110,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.1,none,includes_synthetic_short_yes,1
S017111,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.12,none,includes_synthetic_short_yes,1
S017112,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.15,none,includes_synthetic_short_yes,1
S017113,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.18,none,includes_synthetic_short_yes,1
S017114,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.2,none,includes_synthetic_short_yes,1
S017115,raw,event_day_open,widening_from_24h,short_only,1,one_share,edge,0.25,none,includes_synthetic_short_yes,1
S017116,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.01,none,includes_synthetic_short_yes,2
S017117,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.02,none,includes_synthetic_short_yes,2
S017118,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.03,none,includes_synthetic_short_yes,2
S017119,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.04,none,includes_synthetic_short_yes,2
S017120,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.05,none,includes_synthetic_short_yes,2
S017121,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.06,none,includes_synthetic_short_yes,2
S017122,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.07,none,includes_synthetic_short_yes,2
S017123,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.08,none,includes_synthetic_short_yes,2
S017124,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.09,none,includes_synthetic_short_yes,2
S017125,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.1,none,includes_synthetic_short_yes,2
S017126,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.12,none,includes_synthetic_short_yes,2
S017127,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.15,none,includes_synthetic_short_yes,2
S017128,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.18,none,includes_synthetic_short_yes,2
S017129,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.2,none,includes_synthetic_short_yes,2
S017130,raw,event_day_open,widening_from_24h,short_only,1,one_share,roi,0.25,none,includes_synthetic_short_yes,2
S017131,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.01,none,includes_synthetic_short_yes,2
S017132,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.02,none,includes_synthetic_short_yes,2
S017133,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.03,none,includes_synthetic_short_yes,2
S017134,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.04,none,includes_synthetic_short_yes,2
S017135,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.05,none,includes_synthetic_short_yes,2
S017136,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.06,none,includes_synthetic_short_yes,2
S017137,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.07,none,includes_synthetic_short_yes,2
S017138,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.08,none,includes_synthetic_short_yes,2
S017139,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.09,none,includes_synthetic_short_yes,2
S017140,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.1,none,includes_synthetic_short_yes,2
S017141,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.12,none,includes_synthetic_short_yes,2
S017142,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.15,none,includes_synthetic_short_yes,2
S017143,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.18,none,includes_synthetic_short_yes,2
S017144,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.2,none,includes_synthetic_short_yes,2
S017145,raw,event_day_open,widening_from_24h,short_only,1,one_share,logit_gap,0.25,none,includes_synthetic_short_yes,2
S017146,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.01,none,includes_synthetic_short_yes,1
S017147,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.02,none,includes_synthetic_short_yes,1
S017148,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.03,none,includes_synthetic_short_yes,1
S017149,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.04,none,includes_synthetic_short_yes,1
S017150,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.05,none,includes_synthetic_short_yes,1
S017151,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.06,none,includes_synthetic_short_yes,1
S017152,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.07,none,includes_synthetic_short_yes,1
S017153,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.08,none,includes_synthetic_short_yes,1
S017154,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.09,none,includes_synthetic_short_yes,1
S017155,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.1,none,includes_synthetic_short_yes,1
S017156,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.12,none,includes_synthetic_short_yes,1
S017157,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.15,none,includes_synthetic_short_yes,1
S017158,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.18,none,includes_synthetic_short_yes,1
S017159,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.2,none,includes_synthetic_short_yes,1
S017160,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,edge,0.25,none,includes_synthetic_short_yes,1
S017161,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.01,none,includes_synthetic_short_yes,2
S017162,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.02,none,includes_synthetic_short_yes,2
S017163,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.03,none,includes_synthetic_short_yes,2
S017164,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.04,none,includes_synthetic_short_yes,2
S017165,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.05,none,includes_synthetic_short_yes,2
S017166,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.06,none,includes_synthetic_short_yes,2
S017167,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.07,none,includes_synthetic_short_yes,2
S017168,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.08,none,includes_synthetic_short_yes,2
S017169,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.09,none,includes_synthetic_short_yes,2
S017170,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.1,none,includes_synthetic_short_yes,2
S017171,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.12,none,includes_synthetic_short_yes,2
S017172,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.15,none,includes_synthetic_short_yes,2
S017173,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.18,none,includes_synthetic_short_yes,2
S017174,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.2,none,includes_synthetic_short_yes,2
S017175,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,roi,0.25,none,includes_synthetic_short_yes,2
S017176,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.01,none,includes_synthetic_short_yes,2
S017177,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.02,none,includes_synthetic_short_yes,2
S017178,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.03,none,includes_synthetic_short_yes,2
S017179,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.04,none,includes_synthetic_short_yes,2
S017180,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.05,none,includes_synthetic_short_yes,2
S017181,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.06,none,includes_synthetic_short_yes,2
S017182,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.07,none,includes_synthetic_short_yes,2
S017183,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.08,none,includes_synthetic_short_yes,2
S017184,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.09,none,includes_synthetic_short_yes,2
S017185,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.1,none,includes_synthetic_short_yes,2
S017186,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.12,none,includes_synthetic_short_yes,2
S017187,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.15,none,includes_synthetic_short_yes,2
S017188,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.18,none,includes_synthetic_short_yes,2
S017189,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.2,none,includes_synthetic_short_yes,2
S017190,raw,event_day_open,widening_from_24h,short_only,1,equal_budget,logit_gap,0.25,none,includes_synthetic_short_yes,2
S017191,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.01,none,includes_synthetic_short_yes,2
S017192,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.02,none,includes_synthetic_short_yes,2
S017193,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.03,none,includes_synthetic_short_yes,2
S017194,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.04,none,includes_synthetic_short_yes,2
S017195,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.05,none,includes_synthetic_short_yes,2
S017196,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.06,none,includes_synthetic_short_yes,2
S017197,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.07,none,includes_synthetic_short_yes,2
S017198,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.08,none,includes_synthetic_short_yes,2
S017199,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.09,none,includes_synthetic_short_yes,2
S017200,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.1,none,includes_synthetic_short_yes,2
S017201,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.12,none,includes_synthetic_short_yes,2
S017202,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.15,none,includes_synthetic_short_yes,2
S017203,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.18,none,includes_synthetic_short_yes,2
S017204,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.2,none,includes_synthetic_short_yes,2
S017205,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,edge,0.25,none,includes_synthetic_short_yes,2
S017206,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.01,none,includes_synthetic_short_yes,3
S017207,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.02,none,includes_synthetic_short_yes,3
S017208,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.03,none,includes_synthetic_short_yes,3
S017209,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.04,none,includes_synthetic_short_yes,3
S017210,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.05,none,includes_synthetic_short_yes,3
S017211,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.06,none,includes_synthetic_short_yes,3
S017212,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.07,none,includes_synthetic_short_yes,3
S017213,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.08,none,includes_synthetic_short_yes,3
S017214,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.09,none,includes_synthetic_short_yes,3
S017215,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.1,none,includes_synthetic_short_yes,3
S017216,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.12,none,includes_synthetic_short_yes,3
S017217,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.15,none,includes_synthetic_short_yes,3
S017218,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.18,none,includes_synthetic_short_yes,3
S017219,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.2,none,includes_synthetic_short_yes,3
S017220,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,roi,0.25,none,includes_synthetic_short_yes,3
S017221,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.01,none,includes_synthetic_short_yes,3
S017222,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.02,none,includes_synthetic_short_yes,3
S017223,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.03,none,includes_synthetic_short_yes,3
S017224,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.04,none,includes_synthetic_short_yes,3
S017225,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.05,none,includes_synthetic_short_yes,3
S017226,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.06,none,includes_synthetic_short_yes,3
S017227,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.07,none,includes_synthetic_short_yes,3
S017228,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.08,none,includes_synthetic_short_yes,3
S017229,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.09,none,includes_synthetic_short_yes,3
S017230,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.1,none,includes_synthetic_short_yes,3
S017231,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.12,none,includes_synthetic_short_yes,3
S017232,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.15,none,includes_synthetic_short_yes,3
S017233,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.18,none,includes_synthetic_short_yes,3
S017234,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.2,none,includes_synthetic_short_yes,3
S017235,raw,event_day_open,widening_from_24h,short_only,1,edge_weighted,logit_gap,0.25,none,includes_synthetic_short_yes,3
S017236,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.01,none,includes_synthetic_short_yes,2
S017237,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.02,none,includes_synthetic_short_yes,2
S017238,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.03,none,includes_synthetic_short_yes,2
S017239,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.04,none,includes_synthetic_short_yes,2
S017240,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.05,none,includes_synthetic_short_yes,2
S017241,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.06,none,includes_synthetic_short_yes,2
S017242,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.07,none,includes_synthetic_short_yes,2
S017243,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.08,none,includes_synthetic_short_yes,2
S017244,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.09,none,includes_synthetic_short_yes,2
S017245,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.1,none,includes_synthetic_short_yes,2
S017246,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.12,none,includes_synthetic_short_yes,2
S017247,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.15,none,includes_synthetic_short_yes,2
S017248,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.18,none,includes_synthetic_short_yes,2
S017249,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.2,none,includes_synthetic_short_yes,2
S017250,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,edge,0.25,none,includes_synthetic_short_yes,2
S017251,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.01,none,includes_synthetic_short_yes,3
S017252,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.02,none,includes_synthetic_short_yes,3
S017253,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.03,none,includes_synthetic_short_yes,3
S017254,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.04,none,includes_synthetic_short_yes,3
S017255,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.05,none,includes_synthetic_short_yes,3
S017256,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.06,none,includes_synthetic_short_yes,3
S017257,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.07,none,includes_synthetic_short_yes,3
S017258,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.08,none,includes_synthetic_short_yes,3
S017259,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.09,none,includes_synthetic_short_yes,3
S017260,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.1,none,includes_synthetic_short_yes,3
S017261,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.12,none,includes_synthetic_short_yes,3
S017262,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.15,none,includes_synthetic_short_yes,3
S017263,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.18,none,includes_synthetic_short_yes,3
S017264,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.2,none,includes_synthetic_short_yes,3
S017265,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,roi,0.25,none,includes_synthetic_short_yes,3
S017266,raw,event_day_open,widening_from_24h,short_only,1,quarter_kelly,logit_gap,0.01,none,includes_synthetic_short_yes,3
