event_date,decision_rule,market_slug,target_Y_event,contract_event_type_v2,model,probability,brier,log_score
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-26c,0,interior_bin,catboost_calibrated,0.03604755050826974,0.0012994258976462582,0.03671331184156299
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-30c,0,interior_bin,catboost_calibrated,0.1775112689054689,0.03151025058842969,0.1954204972333895
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-22corbelow,0,lower_tail_endpoint,catboost_calibrated,0.01186532725534124,0.00014078599087634366,0.011936282077410501
2026-05-07,24h_prior,highest-temperature-in-hong-kong-on-may-7-2026-32corhigher,0,upper_tail,catboost_calibrated,0.018366547216942922,0.0003373300566721938,0.018537306313800263
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-31c,0,interior_bin,catboost_calibrated,0.06922023873486949,0.004791441450512327,0.07173259116691605
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-28c,0,interior_bin,catboost_calibrated,0.3408797366671493,0.11619899487026507,0.41684926745301876
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-23c,0,interior_bin,catboost_calibrated,0.011309332498952041,0.00012790100157185282,0.011373769285075686
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-27c,0,interior_bin,catboost_calibrated,0.21790725483238219,0.04748357170858475,0.24578194551065444
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-29c,1,interior_bin,catboost_calibrated,0.17157582491382037,0.6862866138672171,1.762729982308451
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-24c,0,interior_bin,catboost_calibrated,0.015010734505786728,0.00022532215040321633,0.015124535844849522
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-25c,0,interior_bin,catboost_calibrated,0.021130584840965437,0.00044650161572123834,0.02135703129415088
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-26c,0,interior_bin,catboost_calibrated,0.07665081918565207,0.0058753480818315275,0.07974780527931205
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-30c,0,interior_bin,catboost_calibrated,0.08297904541053312,0.006885521977243318,0.08662495574415496
2026-05-07,6h_prior,highest-temperature-in-hong-kong-on-may-7-2026-22corbelow,0,lower_tail_endpoint,catboost_calibrated,0.011743366313798423,0.00013790665238005555,0.011812864269104235
