event_slug,threshold_K,yes_token_id,decision_rule,cutoff_utc,lookback_hours,interval,fidelity,status_code,history_rows,raw_path,request_url,text_preview
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_12h_prior,2026-03-29 04:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_12h_prior__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=6h&fidelity=60&startTs=1774670400&endTs=1774756800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=1m&fidelity=60&startTs=1774767600&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=1h&fidelity=60&startTs=1774767600&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=6h&fidelity=60&startTs=1774767600&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=1m&fidelity=60&startTs=1774735200&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=1h&fidelity=60&startTs=1774735200&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=6h&fidelity=60&startTs=1774735200&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,24,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=1m&fidelity=60&startTs=1774692000&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,24,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb24h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=1h&fidelity=60&startTs=1774692000&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-march-30-2026,29.0,36817019254300225147073208483379722731819261539088743846141453885362287802985,last_price_before_6h_prior,2026-03-29 10:00:00+00:00,24,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-march-30-2026__K29.0__368170192543002251470732__last_price_before_6h_prior__lb24h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=36817019254300225147073208483379722731819261539088743846141453885362287802985&interval=6h&fidelity=60&startTs=1774692000&endTs=1774778400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-1-2026,30.0,20796348205047967733869729627896331196596616742840951445748283819848266836944,last_price_before_event_day_hkt,2026-03-31 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-1-2026__K30.0__207963482050479677338697__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=20796348205047967733869729627896331196596616742840951445748283819848266836944&interval=1m&fidelity=60&startTs=1774962000&endTs=1774972800,"{""history"":[{""t"":1774962038,""p"":0.021},{""t"":1774965646,""p"":0.0265},{""t"":1774969206,""p"":0.0135}]}
"
highest-temperature-in-hong-kong-on-april-1-2026,30.0,20796348205047967733869729627896331196596616742840951445748283819848266836944,last_price_before_24h_prior,2026-03-30 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-1-2026__K30.0__207963482050479677338697__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=20796348205047967733869729627896331196596616742840951445748283819848266836944&interval=1m&fidelity=60&startTs=1774875600&endTs=1774886400,"{""history"":[{""t"":1774875650,""p"":0.093},{""t"":1774879243,""p"":0.0815},{""t"":1774882836,""p"":0.0735}]}
"
highest-temperature-in-hong-kong-on-april-1-2026,30.0,20796348205047967733869729627896331196596616742840951445748283819848266836944,last_price_before_12h_prior,2026-03-31 04:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-1-2026__K30.0__207963482050479677338697__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=20796348205047967733869729627896331196596616742840951445748283819848266836944&interval=1m&fidelity=60&startTs=1774918800&endTs=1774929600,"{""history"":[{""t"":1774918840,""p"":0.063},{""t"":1774922447,""p"":0.063},{""t"":1774926051,""p"":0.063}]}
"
highest-temperature-in-hong-kong-on-april-1-2026,30.0,20796348205047967733869729627896331196596616742840951445748283819848266836944,last_price_before_6h_prior,2026-03-31 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-1-2026__K30.0__207963482050479677338697__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=20796348205047967733869729627896331196596616742840951445748283819848266836944&interval=1m&fidelity=60&startTs=1774940400&endTs=1774951200,"{""history"":[{""t"":1774940444,""p"":0.0265},{""t"":1774944035,""p"":0.027},{""t"":1774947642,""p"":0.028}]}
"
highest-temperature-in-hong-kong-on-april-2-2026,28.0,90893194109927421143921342032808825774651261426004539401108520429107664351857,last_price_before_event_day_hkt,2026-04-01 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-2-2026__K28.0__908931941099274211439213__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=90893194109927421143921342032808825774651261426004539401108520429107664351857&interval=1m&fidelity=60&startTs=1775048400&endTs=1775059200,"{""history"":[{""t"":1775048438,""p"":0.029},{""t"":1775052044,""p"":0.0435},{""t"":1775055645,""p"":0.043}]}
"
highest-temperature-in-hong-kong-on-april-2-2026,28.0,90893194109927421143921342032808825774651261426004539401108520429107664351857,last_price_before_24h_prior,2026-03-31 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-2-2026__K28.0__908931941099274211439213__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=90893194109927421143921342032808825774651261426004539401108520429107664351857&interval=1m&fidelity=60&startTs=1774962000&endTs=1774972800,"{""history"":[{""t"":1774962043,""p"":0.04},{""t"":1774965650,""p"":0.04},{""t"":1774969217,""p"":0.04}]}
"
highest-temperature-in-hong-kong-on-april-2-2026,28.0,90893194109927421143921342032808825774651261426004539401108520429107664351857,last_price_before_12h_prior,2026-04-01 04:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-2-2026__K28.0__908931941099274211439213__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=90893194109927421143921342032808825774651261426004539401108520429107664351857&interval=1m&fidelity=60&startTs=1775005200&endTs=1775016000,"{""history"":[{""t"":1775005238,""p"":0.055},{""t"":1775008841,""p"":0.055},{""t"":1775012445,""p"":0.045}]}
"
highest-temperature-in-hong-kong-on-april-2-2026,28.0,90893194109927421143921342032808825774651261426004539401108520429107664351857,last_price_before_6h_prior,2026-04-01 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-2-2026__K28.0__908931941099274211439213__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=90893194109927421143921342032808825774651261426004539401108520429107664351857&interval=1m&fidelity=60&startTs=1775026800&endTs=1775037600,"{""history"":[{""t"":1775026839,""p"":0.065},{""t"":1775030446,""p"":0.045},{""t"":1775034044,""p"":0.045}]}
"
highest-temperature-in-hong-kong-on-april-3-2026,29.0,489214184373807034980491617899152617536116229064820840303179512944737917580,last_price_before_event_day_hkt,2026-04-02 16:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-3-2026__K29.0__489214184373807034980491__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=489214184373807034980491617899152617536116229064820840303179512944737917580&interval=1m&fidelity=60&startTs=1775134800&endTs=1775145600,"{""history"":[{""t"":1775142011,""p"":0.0295}]}
"
highest-temperature-in-hong-kong-on-april-3-2026,29.0,489214184373807034980491617899152617536116229064820840303179512944737917580,last_price_before_24h_prior,2026-04-01 16:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-3-2026__K29.0__489214184373807034980491__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=489214184373807034980491617899152617536116229064820840303179512944737917580&interval=1m&fidelity=60&startTs=1775048400&endTs=1775059200,"{""history"":[{""t"":1775048451,""p"":0.17},{""t"":1775052057,""p"":0.17}]}
"
highest-temperature-in-hong-kong-on-april-3-2026,29.0,489214184373807034980491617899152617536116229064820840303179512944737917580,last_price_before_12h_prior,2026-04-02 04:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-3-2026__K29.0__489214184373807034980491__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=489214184373807034980491617899152617536116229064820840303179512944737917580&interval=1m&fidelity=60&startTs=1775091600&endTs=1775102400,"{""history"":[{""t"":1775095257,""p"":0.155}]}
"
highest-temperature-in-hong-kong-on-april-3-2026,29.0,489214184373807034980491617899152617536116229064820840303179512944737917580,last_price_before_6h_prior,2026-04-02 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-3-2026__K29.0__489214184373807034980491__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=489214184373807034980491617899152617536116229064820840303179512944737917580&interval=1m&fidelity=60&startTs=1775113200&endTs=1775124000,"{""history"":[{""t"":1775113253,""p"":0.115},{""t"":1775116854,""p"":0.085},{""t"":1775120456,""p"":0.075}]}
"
highest-temperature-in-hong-kong-on-april-4-2026,29.0,2996870457162447764374213545916038777865761105147153068649138363626173049945,last_price_before_event_day_hkt,2026-04-03 16:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-4-2026__K29.0__299687045716244776437421__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=2996870457162447764374213545916038777865761105147153068649138363626173049945&interval=1m&fidelity=60&startTs=1775221200&endTs=1775232000,"{""history"":[{""t"":1775224855,""p"":0.016}]}
"
highest-temperature-in-hong-kong-on-april-4-2026,29.0,2996870457162447764374213545916038777865761105147153068649138363626173049945,last_price_before_24h_prior,2026-04-02 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-4-2026__K29.0__299687045716244776437421__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=2996870457162447764374213545916038777865761105147153068649138363626173049945&interval=1m&fidelity=60&startTs=1775134800&endTs=1775145600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-4-2026,29.0,2996870457162447764374213545916038777865761105147153068649138363626173049945,last_price_before_24h_prior,2026-04-02 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-4-2026__K29.0__299687045716244776437421__last_price_before_24h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=2996870457162447764374213545916038777865761105147153068649138363626173049945&interval=1h&fidelity=60&startTs=1775134800&endTs=1775145600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-4-2026,29.0,2996870457162447764374213545916038777865761105147153068649138363626173049945,last_price_before_24h_prior,2026-04-02 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-4-2026__K29.0__299687045716244776437421__last_price_before_24h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=2996870457162447764374213545916038777865761105147153068649138363626173049945&interval=6h&fidelity=60&startTs=1775134800&endTs=1775145600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-4-2026,29.0,2996870457162447764374213545916038777865761105147153068649138363626173049945,last_price_before_24h_prior,2026-04-02 16:00:00+00:00,12,1m,60,200,8,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-4-2026__K29.0__299687045716244776437421__last_price_before_24h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=2996870457162447764374213545916038777865761105147153068649138363626173049945&interval=1m&fidelity=60&startTs=1775102400&endTs=1775145600,"{""history"":[{""t"":1775102450,""p"":0.11},{""t"":1775106049,""p"":0.11},{""t"":1775113246,""p"":0.12},{""t"":1775116846,""p"":0.085},{""t"":1775120449,""p"":0.085},{""t"":1775124046,""p"":0.09},{""t"":1775127650,""p"":0.085},{""t"":1775131259,""p"":0.07}]}
"
highest-temperature-in-hong-kong-on-april-4-2026,29.0,2996870457162447764374213545916038777865761105147153068649138363626173049945,last_price_before_12h_prior,2026-04-03 04:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-4-2026__K29.0__299687045716244776437421__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=2996870457162447764374213545916038777865761105147153068649138363626173049945&interval=1m&fidelity=60&startTs=1775178000&endTs=1775188800,"{""history"":[{""t"":1775178047,""p"":0.045},{""t"":1775181651,""p"":0.05}]}
"
highest-temperature-in-hong-kong-on-april-4-2026,29.0,2996870457162447764374213545916038777865761105147153068649138363626173049945,last_price_before_6h_prior,2026-04-03 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-4-2026__K29.0__299687045716244776437421__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=2996870457162447764374213545916038777865761105147153068649138363626173049945&interval=1m&fidelity=60&startTs=1775199600&endTs=1775210400,"{""history"":[{""t"":1775199649,""p"":0.018},{""t"":1775203249,""p"":0.0175},{""t"":1775206855,""p"":0.0165}]}
"
highest-temperature-in-hong-kong-on-april-5-2026,29.0,50409073537335131991936665136273430917848934617334036368110483089585055351802,last_price_before_event_day_hkt,2026-04-04 16:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-5-2026__K29.0__504090735373351319919366__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=50409073537335131991936665136273430917848934617334036368110483089585055351802&interval=1m&fidelity=60&startTs=1775307600&endTs=1775318400,"{""history"":[{""t"":1775307644,""p"":0.023},{""t"":1775314851,""p"":0.025}]}
"
highest-temperature-in-hong-kong-on-april-5-2026,29.0,50409073537335131991936665136273430917848934617334036368110483089585055351802,last_price_before_24h_prior,2026-04-03 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-5-2026__K29.0__504090735373351319919366__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=50409073537335131991936665136273430917848934617334036368110483089585055351802&interval=1m&fidelity=60&startTs=1775221200&endTs=1775232000,"{""history"":[{""t"":1775221246,""p"":0.065},{""t"":1775224845,""p"":0.065},{""t"":1775228448,""p"":0.06}]}
"
highest-temperature-in-hong-kong-on-april-5-2026,29.0,50409073537335131991936665136273430917848934617334036368110483089585055351802,last_price_before_12h_prior,2026-04-04 04:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-5-2026__K29.0__504090735373351319919366__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=50409073537335131991936665136273430917848934617334036368110483089585055351802&interval=1m&fidelity=60&startTs=1775264400&endTs=1775275200,"{""history"":[{""t"":1775264451,""p"":0.032},{""t"":1775268039,""p"":0.032},{""t"":1775271644,""p"":0.0325}]}
"
highest-temperature-in-hong-kong-on-april-5-2026,29.0,50409073537335131991936665136273430917848934617334036368110483089585055351802,last_price_before_6h_prior,2026-04-04 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-5-2026__K29.0__504090735373351319919366__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=50409073537335131991936665136273430917848934617334036368110483089585055351802&interval=1m&fidelity=60&startTs=1775286000&endTs=1775296800,"{""history"":[{""t"":1775286042,""p"":0.0265},{""t"":1775289644,""p"":0.0325},{""t"":1775293248,""p"":0.032}]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_event_day_hkt,2026-04-05 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775394000&endTs=1775404800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_event_day_hkt,2026-04-05 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_event_day_hkt__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1h&fidelity=60&startTs=1775394000&endTs=1775404800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_event_day_hkt,2026-04-05 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_event_day_hkt__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=6h&fidelity=60&startTs=1775394000&endTs=1775404800,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_event_day_hkt,2026-04-05 16:00:00+00:00,12,1m,60,200,4,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_event_day_hkt__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775361600&endTs=1775404800,"{""history"":[{""t"":1775361653,""p"":0.065},{""t"":1775365258,""p"":0.08},{""t"":1775383253,""p"":0.037},{""t"":1775386858,""p"":0.035}]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_24h_prior,2026-04-04 16:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775307600&endTs=1775318400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_24h_prior,2026-04-04 16:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_24h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1h&fidelity=60&startTs=1775307600&endTs=1775318400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_24h_prior,2026-04-04 16:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_24h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=6h&fidelity=60&startTs=1775307600&endTs=1775318400,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_24h_prior,2026-04-04 16:00:00+00:00,12,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_24h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775275200&endTs=1775318400,"{""history"":[{""t"":1775286051,""p"":0.095},{""t"":1775289653,""p"":0.095}]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_12h_prior,2026-04-05 04:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775350800&endTs=1775361600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_12h_prior,2026-04-05 04:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_12h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1h&fidelity=60&startTs=1775350800&endTs=1775361600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_12h_prior,2026-04-05 04:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_12h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=6h&fidelity=60&startTs=1775350800&endTs=1775361600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_12h_prior,2026-04-05 04:00:00+00:00,12,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_12h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775318400&endTs=1775361600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_12h_prior,2026-04-05 04:00:00+00:00,12,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_12h_prior__lb12h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1h&fidelity=60&startTs=1775318400&endTs=1775361600,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_12h_prior,2026-04-05 04:00:00+00:00,12,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_12h_prior__lb12h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=6h&fidelity=60&startTs=1775318400&endTs=1775361600,"{""history"":[]}
"
