event_slug,threshold_K,yes_token_id,decision_rule,cutoff_utc,lookback_hours,interval,fidelity,status_code,history_rows,raw_path,request_url,text_preview
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_12h_prior,2026-04-05 04:00:00+00:00,24,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_12h_prior__lb24h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775275200&endTs=1775361600,"{""history"":[{""t"":1775286051,""p"":0.095},{""t"":1775289653,""p"":0.095}]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_6h_prior,2026-04-05 10:00:00+00:00,3,1m,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775372400&endTs=1775383200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_6h_prior,2026-04-05 10:00:00+00:00,3,1h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_6h_prior__lb3h__1h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1h&fidelity=60&startTs=1775372400&endTs=1775383200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_6h_prior,2026-04-05 10:00:00+00:00,3,6h,60,200,0,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_6h_prior__lb3h__6h__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=6h&fidelity=60&startTs=1775372400&endTs=1775383200,"{""history"":[]}
"
highest-temperature-in-hong-kong-on-april-6-2026,30.0,43382942576271247142441321003283693526286321866069317184823908186687599298419,last_price_before_6h_prior,2026-04-05 10:00:00+00:00,12,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-6-2026__K30.0__433829425762712471424413__last_price_before_6h_prior__lb12h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=43382942576271247142441321003283693526286321866069317184823908186687599298419&interval=1m&fidelity=60&startTs=1775340000&endTs=1775383200,"{""history"":[{""t"":1775361653,""p"":0.065},{""t"":1775365258,""p"":0.08}]}
"
highest-temperature-in-hong-kong-on-april-7-2026,30.0,76937541284970235713946827721430827942510392819625643067124039675409412469066,last_price_before_event_day_hkt,2026-04-06 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-7-2026__K30.0__769375412849702357139468__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=76937541284970235713946827721430827942510392819625643067124039675409412469066&interval=1m&fidelity=60&startTs=1775480400&endTs=1775491200,"{""history"":[{""t"":1775480436,""p"":0.175},{""t"":1775484037,""p"":0.175},{""t"":1775487637,""p"":0.175}]}
"
highest-temperature-in-hong-kong-on-april-7-2026,30.0,76937541284970235713946827721430827942510392819625643067124039675409412469066,last_price_before_24h_prior,2026-04-05 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-7-2026__K30.0__769375412849702357139468__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=76937541284970235713946827721430827942510392819625643067124039675409412469066&interval=1m&fidelity=60&startTs=1775394000&endTs=1775404800,"{""history"":[{""t"":1775394039,""p"":0.105},{""t"":1775397643,""p"":0.135},{""t"":1775401236,""p"":0.17}]}
"
highest-temperature-in-hong-kong-on-april-7-2026,30.0,76937541284970235713946827721430827942510392819625643067124039675409412469066,last_price_before_12h_prior,2026-04-06 04:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-7-2026__K30.0__769375412849702357139468__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=76937541284970235713946827721430827942510392819625643067124039675409412469066&interval=1m&fidelity=60&startTs=1775437200&endTs=1775448000,"{""history"":[{""t"":1775437238,""p"":0.17},{""t"":1775440842,""p"":0.145},{""t"":1775444438,""p"":0.145}]}
"
highest-temperature-in-hong-kong-on-april-7-2026,30.0,76937541284970235713946827721430827942510392819625643067124039675409412469066,last_price_before_6h_prior,2026-04-06 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-7-2026__K30.0__769375412849702357139468__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=76937541284970235713946827721430827942510392819625643067124039675409412469066&interval=1m&fidelity=60&startTs=1775458800&endTs=1775469600,"{""history"":[{""t"":1775458838,""p"":0.13},{""t"":1775462435,""p"":0.125},{""t"":1775466056,""p"":0.13}]}
"
highest-temperature-in-hong-kong-on-april-8-2026,29.0,72421226166215323078283475544953456189032019019011364844757743363733192096580,last_price_before_event_day_hkt,2026-04-07 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-8-2026__K29.0__724212261662153230782834__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=72421226166215323078283475544953456189032019019011364844757743363733192096580&interval=1m&fidelity=60&startTs=1775566800&endTs=1775577600,"{""history"":[{""t"":1775566845,""p"":0.0375},{""t"":1775570415,""p"":0.037},{""t"":1775574056,""p"":0.0395}]}
"
highest-temperature-in-hong-kong-on-april-8-2026,29.0,72421226166215323078283475544953456189032019019011364844757743363733192096580,last_price_before_24h_prior,2026-04-06 16:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-8-2026__K29.0__724212261662153230782834__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=72421226166215323078283475544953456189032019019011364844757743363733192096580&interval=1m&fidelity=60&startTs=1775480400&endTs=1775491200,"{""history"":[{""t"":1775480438,""p"":0.065},{""t"":1775484040,""p"":0.065},{""t"":1775487643,""p"":0.065}]}
"
highest-temperature-in-hong-kong-on-april-8-2026,29.0,72421226166215323078283475544953456189032019019011364844757743363733192096580,last_price_before_12h_prior,2026-04-07 04:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-8-2026__K29.0__724212261662153230782834__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=72421226166215323078283475544953456189032019019011364844757743363733192096580&interval=1m&fidelity=60&startTs=1775523600&endTs=1775534400,"{""history"":[{""t"":1775523643,""p"":0.055},{""t"":1775527238,""p"":0.04},{""t"":1775530840,""p"":0.055}]}
"
highest-temperature-in-hong-kong-on-april-8-2026,29.0,72421226166215323078283475544953456189032019019011364844757743363733192096580,last_price_before_6h_prior,2026-04-07 10:00:00+00:00,3,1m,60,200,3,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-8-2026__K29.0__724212261662153230782834__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=72421226166215323078283475544953456189032019019011364844757743363733192096580&interval=1m&fidelity=60&startTs=1775545200&endTs=1775556000,"{""history"":[{""t"":1775545239,""p"":0.045},{""t"":1775548843,""p"":0.045},{""t"":1775552444,""p"":0.04}]}
"
highest-temperature-in-hong-kong-on-april-9-2026,29.0,17428582223469959693261692788334178184676077266061986974015056550482061773293,last_price_before_event_day_hkt,2026-04-08 16:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-9-2026__K29.0__174285822234699596932616__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=17428582223469959693261692788334178184676077266061986974015056550482061773293&interval=1m&fidelity=60&startTs=1775653200&endTs=1775664000,"{""history"":[{""t"":1775653247,""p"":0.43},{""t"":1775660429,""p"":0.37}]}
"
highest-temperature-in-hong-kong-on-april-9-2026,29.0,17428582223469959693261692788334178184676077266061986974015056550482061773293,last_price_before_24h_prior,2026-04-07 16:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-9-2026__K29.0__174285822234699596932616__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=17428582223469959693261692788334178184676077266061986974015056550482061773293&interval=1m&fidelity=60&startTs=1775566800&endTs=1775577600,"{""history"":[{""t"":1775570444,""p"":0.365}]}
"
highest-temperature-in-hong-kong-on-april-9-2026,29.0,17428582223469959693261692788334178184676077266061986974015056550482061773293,last_price_before_12h_prior,2026-04-08 04:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-9-2026__K29.0__174285822234699596932616__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=17428582223469959693261692788334178184676077266061986974015056550482061773293&interval=1m&fidelity=60&startTs=1775610000&endTs=1775620800,"{""history"":[{""t"":1775613637,""p"":0.21}]}
"
highest-temperature-in-hong-kong-on-april-9-2026,29.0,17428582223469959693261692788334178184676077266061986974015056550482061773293,last_price_before_6h_prior,2026-04-08 10:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-9-2026__K29.0__174285822234699596932616__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=17428582223469959693261692788334178184676077266061986974015056550482061773293&interval=1m&fidelity=60&startTs=1775631600&endTs=1775642400,"{""history"":[{""t"":1775638811,""p"":0.35}]}
"
highest-temperature-in-hong-kong-on-april-10-2026,30.0,21410421144675005956027138392042585861329063186102722742002484227225248573706,last_price_before_event_day_hkt,2026-04-09 16:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-10-2026__K30.0__214104211446750059560271__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=21410421144675005956027138392042585861329063186102722742002484227225248573706&interval=1m&fidelity=60&startTs=1775739600&endTs=1775750400,"{""history"":[{""t"":1775746806,""p"":0.17}]}
"
highest-temperature-in-hong-kong-on-april-10-2026,30.0,21410421144675005956027138392042585861329063186102722742002484227225248573706,last_price_before_24h_prior,2026-04-08 16:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-10-2026__K30.0__214104211446750059560271__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=21410421144675005956027138392042585861329063186102722742002484227225248573706&interval=1m&fidelity=60&startTs=1775653200&endTs=1775664000,"{""history"":[{""t"":1775653248,""p"":0.315},{""t"":1775660430,""p"":0.245}]}
"
highest-temperature-in-hong-kong-on-april-10-2026,30.0,21410421144675005956027138392042585861329063186102722742002484227225248573706,last_price_before_12h_prior,2026-04-09 04:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-10-2026__K30.0__214104211446750059560271__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=21410421144675005956027138392042585861329063186102722742002484227225248573706&interval=1m&fidelity=60&startTs=1775696400&endTs=1775707200,"{""history"":[{""t"":1775696453,""p"":0.255},{""t"":1775700054,""p"":0.28}]}
"
highest-temperature-in-hong-kong-on-april-10-2026,30.0,21410421144675005956027138392042585861329063186102722742002484227225248573706,last_price_before_6h_prior,2026-04-09 10:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-10-2026__K30.0__214104211446750059560271__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=21410421144675005956027138392042585861329063186102722742002484227225248573706&interval=1m&fidelity=60&startTs=1775718000&endTs=1775728800,"{""history"":[{""t"":1775718050,""p"":0.345},{""t"":1775721651,""p"":0.28}]}
"
highest-temperature-in-hong-kong-on-april-11-2026,30.0,109670798574747185853429891426457365783370233096204837880877997939129390812751,last_price_before_event_day_hkt,2026-04-10 16:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-11-2026__K30.0__109670798574747185853429__last_price_before_event_day_hkt__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=109670798574747185853429891426457365783370233096204837880877997939129390812751&interval=1m&fidelity=60&startTs=1775826000&endTs=1775836800,"{""history"":[{""t"":1775829658,""p"":0.07}]}
"
highest-temperature-in-hong-kong-on-april-11-2026,30.0,109670798574747185853429891426457365783370233096204837880877997939129390812751,last_price_before_24h_prior,2026-04-09 16:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-11-2026__K30.0__109670798574747185853429__last_price_before_24h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=109670798574747185853429891426457365783370233096204837880877997939129390812751&interval=1m&fidelity=60&startTs=1775739600&endTs=1775750400,"{""history"":[{""t"":1775739651,""p"":0.215},{""t"":1775743256,""p"":0.215}]}
"
highest-temperature-in-hong-kong-on-april-11-2026,30.0,109670798574747185853429891426457365783370233096204837880877997939129390812751,last_price_before_12h_prior,2026-04-10 04:00:00+00:00,3,1m,60,200,2,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-11-2026__K30.0__109670798574747185853429__last_price_before_12h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=109670798574747185853429891426457365783370233096204837880877997939129390812751&interval=1m&fidelity=60&startTs=1775782800&endTs=1775793600,"{""history"":[{""t"":1775782854,""p"":0.195},{""t"":1775786452,""p"":0.225}]}
"
highest-temperature-in-hong-kong-on-april-11-2026,30.0,109670798574747185853429891426457365783370233096204837880877997939129390812751,last_price_before_6h_prior,2026-04-10 10:00:00+00:00,3,1m,60,200,1,data/raw/polymarket_clob_price_history_18h/highest-temperature-in-hong-kong-on-april-11-2026__K30.0__109670798574747185853429__last_price_before_6h_prior__lb3h__1m__fid60.json,https://clob.polymarket.com/prices-history?market=109670798574747185853429891426457365783370233096204837880877997939129390812751&interval=1m&fidelity=60&startTs=1775804400&endTs=1775815200,"{""history"":[{""t"":1775804450,""p"":0.105}]}
"
