model,event_date,decision_rule,strategy,threshold,n_contracts,n_positions,stake_sum,selected_market_slug,selected_contract_event_type,selected_q_market,selected_q_model,selected_normalised_edge,selected_market_price_raw,selected_target,gross_pnl,net_pnl,winning_contract_selected,winning_contract_weight,mean_selected_normalised_edge
ecmwf_bias_adaptive_sigma,2026-05-23,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-23-2026-29c,interior_bin,0.06462585034013606,0.290298206758124,0.22567235641798794,0.0665,0.0,-0.0665,-0.0665,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-24,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-30c,interior_bin,0.14194811551639744,0.23882698714593756,0.09687887162954012,0.145,0.0,-0.145,-0.145,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-24,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-30c,interior_bin,0.17424975798644723,0.2547792308772098,0.08052947289076254,0.18,0.0,-0.18,-0.18,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-24,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-32corhigher,upper_tail,0.29669260700389105,0.37624319054607613,0.07955058354218508,0.305,0.0,-0.305,-0.305,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-24,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-24-2026-29c,interior_bin,0.019782393669634024,0.05647294799180391,0.03669055432216989,0.02,0.0,-0.02,-0.02,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-25,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.15850144092219023,0.21945896771875162,0.060957526796561384,0.165,0.0,-0.165,-0.165,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-25,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.18527315914489312,0.2385487366645489,0.05327557751965578,0.195,0.0,-0.195,-0.195,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-25,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.09117082533589253,0.22678112656200167,0.13561030122610912,0.095,0.0,-0.095,-0.095,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-25,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0.05681818181818182,0.18361041187177976,0.12679223005359794,0.06,0.0,-0.06,-0.06,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-26,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-31c,interior_bin,0.177970177970178,0.30369752196555405,0.12572734399537605,0.185,0.0,-0.185,-0.185,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-26,24h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-30c,interior_bin,0.08587786259541987,0.17513223484451693,0.08925437224909706,0.09,0.0,-0.09,-0.09,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-26,6h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-31c,interior_bin,0.1454898157129001,0.34901773234518413,0.20352791663228403,0.15,0.0,-0.15,-0.15,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-26,event_day_open,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-26-2026-31c,interior_bin,0.15748031496062992,0.34533179207413217,0.18785147711350225,0.16,0.0,-0.16,-0.16,0.0,,
ecmwf_bias_adaptive_sigma,2026-05-27,12h_prior,single_best_edge,0.0,11,1,1.0,highest-temperature-in-hong-kong-on-may-27-2026-34corhigher,upper_tail,0.08200675349734686,0.15754188401084382,0.07553513051349696,0.085,0.0,-0.085,-0.085,0.0,,
