gp_weight,market_weight,binary_brier,binary_log,categorical_log,multiclass_brier,development_dates,development_books,probability_pool
0.133,0.867,0.06609295611837655,0.21085191653196533,1.4817059704961686,0.7270225173021418,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.134,0.866,0.0660862252753774,0.2108291627901532,1.4815087866048435,0.7269484780291514,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.135,0.865,0.06607950964656129,0.21080650605739026,1.4813125402116332,0.7268746061121741,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.136,0.864,0.06607280923192815,0.21078394587786983,1.4811172263787495,0.7268009015512098,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.137,0.863,0.06606612403147805,0.21076148180086315,1.4809228402240828,0.7267273643462588,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.138,0.862,0.06605945404521096,0.21073911338063694,1.4807293769202987,0.7266539944973206,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.139,0.861,0.06605279927312688,0.21071684017637327,1.480536831693954,0.7265807920043956,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.14,0.86,0.06604615971522583,0.21069466175209067,1.480345199824632,0.7265077568674841,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.141,0.859,0.06603953537150778,0.21067257767656739,1.4801544766440973,0.7264348890865853,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.142,0.858,0.0660329262419727,0.21065058752326588,1.4799646575354675,0.7263621886616997,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.143,0.857,0.06602633232662068,0.210628690870259,1.4797757379323997,0.7262896555928274,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.144,0.856,0.06601975362545165,0.21060688730015809,1.4795877133182993,0.726217289879968,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.145,0.855,0.06601319013846564,0.2105851764000418,1.479400579225542,0.726145091523122,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.146,0.854,0.06600664186566262,0.21056355776138716,1.4792143312347104,0.7260730605222889,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.147,0.853,0.06600010880704263,0.21054203098000168,1.479028964973851,0.7260011968774688,67,236,convex linear pool of coherent GP and normalised market book probabilities
